countryCode,usageType,domain,isp,totalReports,numDistinctUsers,lastReportedAt,isWhitelisted,isTor,abuseConfidenceScore,abuseConfidenceClass
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",1695,153,1737503868.0,False,True,58,1.0
DZ,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,1342,759,1737621501.0,False,False,49,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",779,793,1739909027.0,True,True,23,1.0
DZ,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,353,641,1740719899.0,True,True,22,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",1525,349,1735892399.0,True,False,4,1.0
DZ,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,1447,422,1740377864.0,True,False,4,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",815,741,1737337771.0,True,False,3,1.0
DZ,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,395,529,1741676207.0,False,False,23,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",1225,353,1741121425.0,True,True,23,1.0
DZ,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,965,396,1741552940.0,False,True,51,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",286,482,1740241100.0,True,False,2,1.0
DZ,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,1194,284,1739188987.0,True,False,3,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",469,362,1737518989.0,True,True,22,1.0
DZ,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,1347,75,1739438038.0,True,False,2,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",31,88,1740612918.0,False,True,23,1.0
DZ,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,262,607,1738003432.0,True,False,2,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",757,645,1742459794.0,False,False,34,1.0
DZ,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,866,211,1742962019.0,False,True,43,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",1594,987,1735724315.0,True,True,26,1.0
DZ,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,484,671,1742035137.0,False,False,29,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",1092,567,1742429501.0,False,True,58,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,520,122,1737009119.0,True,False,1,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",1715,100,1741526217.0,False,True,57,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,1509,150,1739214946.0,True,False,3,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",709,298,1738524028.0,True,False,2,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,985,910,1738000753.0,False,False,47,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",1816,739,1736974056.0,False,True,78,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,199,598,1737475982.0,False,True,41,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",967,420,1742074452.0,False,True,51,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,696,386,1738493359.0,False,True,45,1.0
DZ,Business,johnson-davis.com,"Mcclain, Miller and Henderson",967,393,1736527201.0,False,False,31,1.0
CG,ISP,guzman.net,Davis and Sons,572,855,1736447808.0,False,True,57,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",1909,161,1738856861.0,True,True,24,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,1600,844,1736481115.0,True,True,25,1.0
DZ,Business,johnson-davis.com,"Mcclain, Miller and Henderson",1277,760,1738681137.0,True,False,4,1.0
CG,ISP,guzman.net,Davis and Sons,841,636,1742779098.0,False,True,55,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",1538,328,1738555109.0,False,True,60,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,1164,378,1740734221.0,False,False,34,1.0
DZ,Business,johnson-davis.com,"Mcclain, Miller and Henderson",1518,615,1737888761.0,True,False,4,1.0
CG,ISP,guzman.net,Davis and Sons,1852,569,1742440482.0,True,False,5,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",656,712,1736034288.0,True,False,3,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,30,471,1741791233.0,False,False,14,1.0
DZ,Business,johnson-davis.com,"Mcclain, Miller and Henderson",850,21,1739523735.0,True,False,1,1.0
CG,ISP,guzman.net,Davis and Sons,176,165,1740168007.0,True,False,0,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",1307,693,1736716917.0,False,True,66,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,397,486,1743406574.0,True,False,2,1.0
DZ,Business,johnson-davis.com,"Mcclain, Miller and Henderson",610,948,1738845176.0,True,False,4,1.0
CG,ISP,guzman.net,Davis and Sons,325,410,1736330823.0,True,False,1,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",23,817,1740300652.0,False,False,24,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,251,186,1738129157.0,True,False,1,1.0
DZ,Business,johnson-davis.com,"Mcclain, Miller and Henderson",786,350,1742627350.0,False,True,46,1.0
CG,ISP,guzman.net,Davis and Sons,1379,66,1740943212.0,False,True,49,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",574,864,1740858319.0,True,True,23,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,907,861,1743097507.0,True,True,24,1.0
AR,Business,johnson-davis.com,"Mcclain, Miller and Henderson",1373,457,1742898321.0,False,True,61,1.0
SZ,ISP,guzman.net,Davis and Sons,101,212,1738703414.0,False,True,28,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",1400,706,1740512980.0,False,True,69,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,965,642,1737282833.0,False,False,38,1.0
AR,Business,johnson-davis.com,"Mcclain, Miller and Henderson",1488,747,1741580176.0,False,False,52,1.0
SZ,ISP,guzman.net,Davis and Sons,1461,211,1736253270.0,True,False,3,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",518,339,1736054202.0,False,False,20,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,785,372,1741216878.0,True,False,2,1.0
AR,Business,johnson-davis.com,"Mcclain, Miller and Henderson",1976,901,1737581549.0,False,False,66,1.0
SZ,ISP,guzman.net,Davis and Sons,44,463,1742154767.0,True,True,21,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",215,365,1738097362.0,False,False,15,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,1114,225,1736339143.0,True,False,2,1.0
AR,Business,johnson-davis.com,"Mcclain, Miller and Henderson",1965,981,1742844725.0,True,False,6,1.0
SZ,ISP,guzman.net,Davis and Sons,1595,564,1737622591.0,False,True,68,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",1905,896,1742938391.0,False,True,84,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,1421,32,1736517061.0,True,True,22,1.0
AR,Business,johnson-davis.com,"Mcclain, Miller and Henderson",1035,164,1738858529.0,True,False,2,1.0
SZ,ISP,guzman.net,Davis and Sons,1031,195,1738001611.0,True,False,2,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",1423,258,1739473281.0,False,False,36,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,575,758,1741002307.0,False,True,54,1.0
AR,Business,johnson-davis.com,"Mcclain, Miller and Henderson",1139,814,1742666825.0,False,True,67,1.0
SZ,ISP,guzman.net,Davis and Sons,1805,143,1738730234.0,False,False,40,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",1855,330,1737034241.0,True,True,24,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,1510,399,1738775103.0,False,False,42,1.0
AR,Business,johnson-davis.com,"Mcclain, Miller and Henderson",712,443,1738650026.0,False,True,47,1.0
SZ,ISP,guzman.net,Davis and Sons,411,31,1737427272.0,False,True,29,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",739,882,1741291636.0,False,True,61,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,1589,609,1737909372.0,False,False,50,1.0
AR,Business,johnson-davis.com,"Mcclain, Miller and Henderson",171,674,1741557095.0,True,True,22,1.0
SZ,ISP,guzman.net,Davis and Sons,211,134,1743527028.0,False,False,8,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",1991,88,1741403813.0,True,False,4,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,1005,867,1741105914.0,False,False,46,1.0
AR,Business,johnson-davis.com,"Mcclain, Miller and Henderson",279,977,1736268767.0,False,True,54,1.0
SZ,ISP,guzman.net,Davis and Sons,1896,60,1740779561.0,False,True,59,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",825,737,1740996383.0,False,True,58,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,1304,185,1737105415.0,True,False,3,1.0
AR,Business,johnson-davis.com,"Mcclain, Miller and Henderson",465,879,1740150490.0,True,True,23,1.0
SZ,ISP,guzman.net,Davis and Sons,1495,262,1741786158.0,False,True,57,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",1760,975,1737723422.0,True,False,6,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,1285,255,1737040519.0,True,False,3,1.0
AR,Business,johnson-davis.com,"Mcclain, Miller and Henderson",1026,748,1739547519.0,False,False,42,1.0
SZ,ISP,guzman.net,Davis and Sons,1735,115,1738852902.0,True,True,23,1.0
DZ,ISP,robinson-lawrence.com,"Guzman, Hoffman and Baldwin",305,202,1737934286.0,True,True,21,1.0
CG,ISP,wolfe.com,"Gardner, Robinson and Lawrence",1758,325,1743432543.0,False,False,44,1.0
AR,Data Center/Web Hosting/Transit,lewis.com,Blake and Sons,729,311,1741038507.0,False,True,43,1.0
SZ,Fixed Line ISP,james.com,"Henderson, Ramirez and Lewis",1782,557,1741442520.0,True,False,5,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",347,963,1740341833.0,False,True,55,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,888,725,1737512065.0,False,False,39,1.0
AR,Business,johnson-davis.com,"Mcclain, Miller and Henderson",1086,943,1741412760.0,False,True,70,1.0
SZ,ISP,guzman.net,Davis and Sons,801,788,1738390080.0,True,False,3,1.0
DZ,ISP,robinson-lawrence.com,"Guzman, Hoffman and Baldwin",1955,277,1742740154.0,False,False,47,1.0
CG,ISP,wolfe.com,"Gardner, Robinson and Lawrence",226,179,1742114881.0,False,False,9,1.0
AR,Data Center/Web Hosting/Transit,lewis.com,Blake and Sons,773,560,1742179359.0,True,True,23,1.0
SZ,Fixed Line ISP,james.com,"Henderson, Ramirez and Lewis",197,464,1736139041.0,True,True,21,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",389,660,1737591194.0,True,True,22,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,502,301,1742563579.0,True,False,1,1.0
AR,Business,johnson-davis.com,"Mcclain, Miller and Henderson",1074,573,1735939076.0,True,False,3,1.0
SZ,ISP,guzman.net,Davis and Sons,1190,808,1742423013.0,False,False,48,1.0
DZ,ISP,robinson-lawrence.com,"Guzman, Hoffman and Baldwin",24,810,1738316011.0,True,False,2,1.0
CG,ISP,wolfe.com,"Gardner, Robinson and Lawrence",1846,150,1739035014.0,False,False,41,1.0
AR,Data Center/Web Hosting/Transit,lewis.com,Blake and Sons,74,155,1737915773.0,True,False,0,1.0
SZ,Fixed Line ISP,james.com,"Henderson, Ramirez and Lewis",1890,434,1736225030.0,False,False,50,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",1872,323,1737439652.0,False,False,47,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,530,193,1743329740.0,True,False,1,1.0
AR,Business,johnson-davis.com,"Mcclain, Miller and Henderson",1377,673,1743579499.0,True,True,24,1.0
SZ,ISP,guzman.net,Davis and Sons,1162,722,1740427651.0,True,False,4,1.0
IS,ISP,robinson-lawrence.com,"Guzman, Hoffman and Baldwin",657,137,1743021304.0,True,True,21,1.0
HN,ISP,wolfe.com,"Gardner, Robinson and Lawrence",1505,296,1741692101.0,True,False,3,1.0
GR,Data Center/Web Hosting/Transit,lewis.com,Blake and Sons,1096,832,1738309509.0,True,True,24,1.0
CU,Fixed Line ISP,james.com,"Henderson, Ramirez and Lewis",1172,262,1737453440.0,False,False,31,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",1532,787,1741168018.0,False,True,74,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,602,709,1739857655.0,False,False,33,1.0
AR,Business,johnson-davis.com,"Mcclain, Miller and Henderson",401,395,1738988600.0,False,False,19,1.0
SZ,ISP,guzman.net,Davis and Sons,1708,239,1743091060.0,False,False,41,1.0
IS,ISP,robinson-lawrence.com,"Guzman, Hoffman and Baldwin",428,280,1743341581.0,True,True,21,1.0
HN,ISP,wolfe.com,"Gardner, Robinson and Lawrence",298,780,1741062432.0,True,False,2,1.0
GR,Data Center/Web Hosting/Transit,lewis.com,Blake and Sons,388,820,1739518928.0,False,True,52,1.0
CU,Fixed Line ISP,james.com,"Henderson, Ramirez and Lewis",1806,424,1736868293.0,False,True,68,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",1523,207,1737891775.0,True,True,23,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,240,332,1736841104.0,True,True,21,1.0
AR,Business,johnson-davis.com,"Mcclain, Miller and Henderson",1027,65,1737738661.0,True,True,22,1.0
SZ,ISP,guzman.net,Davis and Sons,50,840,1741919220.0,True,False,2,1.0
IS,ISP,robinson-lawrence.com,"Guzman, Hoffman and Baldwin",1061,212,1740378897.0,False,True,47,1.0
HN,ISP,wolfe.com,"Gardner, Robinson and Lawrence",144,792,1740191069.0,False,True,46,1.0
GR,Data Center/Web Hosting/Transit,lewis.com,Blake and Sons,210,630,1737873836.0,True,True,22,1.0
CU,Fixed Line ISP,james.com,"Henderson, Ramirez and Lewis",1873,637,1741936206.0,True,True,25,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",789,613,1740573662.0,False,False,34,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,939,147,1739263763.0,False,False,23,1.0
AR,Business,johnson-davis.com,"Mcclain, Miller and Henderson",1066,431,1743201284.0,False,False,34,1.0
SZ,ISP,guzman.net,Davis and Sons,1081,824,1740564828.0,True,True,24,1.0
IS,ISP,robinson-lawrence.com,"Guzman, Hoffman and Baldwin",512,66,1739020214.0,False,True,32,1.0
HN,ISP,wolfe.com,"Gardner, Robinson and Lawrence",416,571,1738706446.0,True,True,22,1.0
GR,Data Center/Web Hosting/Transit,lewis.com,Blake and Sons,1607,80,1737509595.0,True,False,3,1.0
CU,Fixed Line ISP,james.com,"Henderson, Ramirez and Lewis",1761,920,1736830210.0,True,True,26,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",814,923,1739944016.0,False,False,43,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,108,603,1739809710.0,False,True,40,1.0
AR,Business,johnson-davis.com,"Mcclain, Miller and Henderson",693,381,1736432403.0,True,True,22,1.0
SZ,ISP,guzman.net,Davis and Sons,1905,626,1742009760.0,False,False,56,1.0
IS,ISP,robinson-lawrence.com,"Guzman, Hoffman and Baldwin",735,609,1736065040.0,True,True,23,1.0
HN,ISP,wolfe.com,"Gardner, Robinson and Lawrence",1580,523,1742893254.0,False,False,47,1.0
GR,Data Center/Web Hosting/Transit,lewis.com,Blake and Sons,970,881,1736589603.0,True,True,24,1.0
CU,Fixed Line ISP,james.com,"Henderson, Ramirez and Lewis",1772,93,1736951925.0,True,False,3,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",622,52,1740933198.0,False,True,34,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,1976,675,1737011826.0,False,True,79,1.0
AR,Business,johnson-davis.com,"Mcclain, Miller and Henderson",1495,848,1742314243.0,True,True,25,1.0
SZ,ISP,guzman.net,Davis and Sons,652,943,1741378090.0,False,True,61,1.0
IS,ISP,robinson-lawrence.com,"Guzman, Hoffman and Baldwin",1802,615,1739211134.0,True,True,25,1.0
HN,ISP,wolfe.com,"Gardner, Robinson and Lawrence",1038,819,1740672841.0,True,False,4,1.0
GR,Data Center/Web Hosting/Transit,lewis.com,Blake and Sons,1251,142,1736202709.0,True,False,2,1.0
CU,Fixed Line ISP,james.com,"Henderson, Ramirez and Lewis",512,404,1738897462.0,True,True,22,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",776,74,1738871054.0,True,False,1,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,407,299,1740668474.0,True,False,1,1.0
AR,Business,johnson-davis.com,"Mcclain, Miller and Henderson",880,385,1739596087.0,True,False,2,1.0
SZ,ISP,guzman.net,Davis and Sons,804,778,1740108332.0,True,False,3,1.0
IS,ISP,robinson-lawrence.com,"Guzman, Hoffman and Baldwin",402,476,1737778814.0,False,True,42,1.0
HN,ISP,wolfe.com,"Gardner, Robinson and Lawrence",216,907,1740310595.0,False,False,31,1.0
GR,Data Center/Web Hosting/Transit,lewis.com,Blake and Sons,1048,222,1742890543.0,True,False,2,1.0
CU,Fixed Line ISP,james.com,"Henderson, Ramirez and Lewis",1891,157,1743575483.0,True,True,24,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",1587,582,1735766109.0,True,True,24,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,901,480,1741376430.0,False,True,52,1.0
AR,Business,johnson-davis.com,"Mcclain, Miller and Henderson",1494,158,1741715652.0,True,True,23,1.0
SZ,ISP,guzman.net,Davis and Sons,1724,97,1736630729.0,True,True,23,1.0
IS,ISP,robinson-lawrence.com,"Guzman, Hoffman and Baldwin",1608,333,1741388401.0,True,True,24,1.0
HN,ISP,wolfe.com,"Gardner, Robinson and Lawrence",873,904,1743091943.0,False,True,64,1.0
GR,Data Center/Web Hosting/Transit,lewis.com,Blake and Sons,752,405,1740174233.0,False,True,47,1.0
CU,Fixed Line ISP,james.com,"Henderson, Ramirez and Lewis",1274,799,1741968619.0,False,False,49,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",573,413,1737908091.0,True,True,22,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,1030,91,1742117273.0,True,False,2,1.0
AR,Business,johnson-davis.com,"Mcclain, Miller and Henderson",105,650,1741046577.0,False,True,41,1.0
SZ,ISP,guzman.net,Davis and Sons,1933,295,1738523398.0,True,True,24,1.0
IS,ISP,robinson-lawrence.com,"Guzman, Hoffman and Baldwin",1767,391,1736605567.0,False,False,47,1.0
HN,ISP,wolfe.com,"Gardner, Robinson and Lawrence",494,874,1738131857.0,False,True,56,1.0
GR,Data Center/Web Hosting/Transit,lewis.com,Blake and Sons,1440,801,1739316875.0,True,True,25,1.0
CU,Fixed Line ISP,james.com,"Henderson, Ramirez and Lewis",240,279,1736996523.0,True,False,1,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",758,301,1739475910.0,True,False,2,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,1688,462,1735697023.0,True,False,4,1.0
AR,Business,johnson-davis.com,"Mcclain, Miller and Henderson",1204,724,1741727147.0,False,False,45,1.0
SZ,ISP,guzman.net,Davis and Sons,550,33,1743016986.0,False,False,11,1.0
IS,ISP,robinson-lawrence.com,"Guzman, Hoffman and Baldwin",1069,965,1741706919.0,False,False,50,1.0
HN,ISP,wolfe.com,"Gardner, Robinson and Lawrence",534,872,1737879267.0,False,True,56,1.0
GR,Data Center/Web Hosting/Transit,lewis.com,Blake and Sons,1193,320,1739869020.0,False,True,53,1.0
CU,Fixed Line ISP,james.com,"Henderson, Ramirez and Lewis",1872,470,1742061602.0,False,True,71,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",1732,217,1737168440.0,True,True,24,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,1276,801,1739928542.0,False,True,69,1.0
AR,Business,johnson-davis.com,"Mcclain, Miller and Henderson",1119,726,1743325477.0,True,False,4,1.0
SZ,ISP,guzman.net,Davis and Sons,1829,673,1736562438.0,True,False,5,1.0
IS,ISP,robinson-lawrence.com,"Guzman, Hoffman and Baldwin",587,447,1742972239.0,False,True,45,1.0
HN,ISP,wolfe.com,"Gardner, Robinson and Lawrence",691,547,1740915198.0,False,False,30,1.0
GR,Data Center/Web Hosting/Transit,lewis.com,Blake and Sons,566,715,1738173336.0,True,True,23,1.0
CU,Fixed Line ISP,james.com,"Henderson, Ramirez and Lewis",1607,345,1742730234.0,True,False,4,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",1986,431,1741029696.0,False,True,72,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,1022,759,1739928384.0,False,True,63,1.0
AR,Business,johnson-davis.com,"Mcclain, Miller and Henderson",655,330,1740778212.0,True,True,22,1.0
SZ,ISP,guzman.net,Davis and Sons,805,506,1737338387.0,False,False,31,1.0
IS,ISP,robinson-lawrence.com,"Guzman, Hoffman and Baldwin",1061,596,1736951908.0,False,False,39,1.0
HN,ISP,wolfe.com,"Gardner, Robinson and Lawrence",1653,956,1738806416.0,False,True,81,1.0
GR,Data Center/Web Hosting/Transit,lewis.com,Blake and Sons,1589,172,1742066204.0,False,False,36,1.0
CU,Fixed Line ISP,james.com,"Henderson, Ramirez and Lewis",1373,820,1737024971.0,False,True,72,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",1831,550,1740194439.0,True,True,25,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,1991,174,1742201392.0,False,False,45,1.0
AR,Business,johnson-davis.com,"Mcclain, Miller and Henderson",1364,858,1743407737.0,False,True,73,1.0
SZ,ISP,guzman.net,Davis and Sons,1673,707,1740118729.0,True,True,25,1.0
IS,ISP,robinson-lawrence.com,"Guzman, Hoffman and Baldwin",1539,575,1743374681.0,True,True,24,1.0
HN,ISP,wolfe.com,"Gardner, Robinson and Lawrence",1381,304,1735674597.0,False,False,36,1.0
GR,Data Center/Web Hosting/Transit,lewis.com,Blake and Sons,1506,51,1740694111.0,False,True,51,1.0
CU,Fixed Line ISP,james.com,"Henderson, Ramirez and Lewis",1264,933,1738389018.0,True,True,25,1.0
DZ,Data Center/Web Hosting/Transit,rodriguez.com,"Rodriguez, Figueroa and Sanchez",199,294,1739768521.0,False,True,32,1.0
CG,Data Center/Web Hosting/Transit,garcia.org,Doyle Ltd,1258,948,1735833182.0,False,True,73,1.0
